Course ID
COMS 4412
COMS 4501
COMS 4502
COMS 4503
COMS 4506
COMS 4602
COMS 4604
COMS 4605
COMS 4606
COMS 4608
COMS 4800
COMS 4908
COMP 0999

COMP 1001
COMP 1005
COMP 1006
COMP 1008
COMP 1405
COMP 1406
COMP 1805
COMP 2401
COMP 2402
COMP 2404
COMP 2406
COMP 2601
COMP 2801
COMP 2804
COMP 3000
COMP 3004
COMP 3005
COMP 3007
COMP 3008
COMP 3106
COMP 3109
COMP 3203
COMP 3301
COMP 3501
COMP 3801
COMP 3803
COMP 3804
COMP 3805
COMP 4000
COMP 4001
COMP 4004
COMP 4105
COMP 4108
COMP 4202
COMP 4601
COMP 4803
COMP 4804
COMP 4900
COMP 4901
COMP 4905
COMP 4906
CRCJ 1000
CRCJ 2100
CRCJ 2200
CRCJ 3001
CRCJ 3002
CRCJ 3100
CRCJ 3200
CRCJ 3201
CRCJ 3202
CRCJ 3901
CRCJ 3902
CRCJ 4001
CRCJ 4002
CRCJ 4200
CRCJ 4908
CRST 2001
CRST 4001
DIGH 2001
DIGH 3704
DIGH 4002
DBST 2001
DBST 3001

DBST 3060
DBST 3900
ESPW 1000
ERTH 1006
ERTH 1010
ERTH 2004
ERTH 2102
ERTH 2105
ERTH 2314
ERTH 2401
ERTH 2415
ERTH 3003
ERTH 3113
ERTH 3206
ERTH 3207
ERTH 3405
ERTH 4003
ERTH 4107
ERTH 4801
ERTH 4815
ERTH 4820
ERTH 4908
ERTH 4909
ERTH 4910
ECON 1001
ECON 1002
ECON 2009
ECON 2020
ECON 2030
ECON 2101
ECON 2102
ECON 2103
ECON 2210
ECON 2220
ECON 3001
ECON 3050
ECON 3201
ECON 3300
ECON 3403
ECON 3405
ECON 3508
ECON 3601
ECON 3602
ECON 3607
ECON 3706
ECON 3808
ECON 3878
ECON 3900
ECON 3920
ECON 4001
ECON 4002
ECON 4020
ECON 4021
ECON 4507
ECON 4602
ECON 4706
ECON 4708
ECON 4905
ECON 4995
ELEC 2501
ELEC 2607
ELEC 3105
ELEC 3500
ELEC 3508
ELEC 3509
ELEC 3605
ELEC 3908
ELEC 3909
ELEC 4502
ELEC 4503
ELEC 4505
ELEC 4506
ELEC 4601
ELEC 4602
ELEC 4609
ELEC 4704
ELEC 4705
ELEC 4708
ELEC 4709
ELEC 4907
ELEC 4908
ECOR 1041
ECOR 1042
ECOR 1043
ECOR 1044
ECOR 1045
ECOR 1046
ECOR 1047
ECOR 1048
ECOR 1055
ECOR 1057
ECOR 2050
ECOR 3800
ECOR 4995
ENGL 1008
ENGL 1009
ENGL 1010
ENGL 1020
ENGL 1300
ENGL 1500
ENGL 1609
ENGL 1700
ENGL 2011
ENGL 2012
ENGL 2104
ENGL 2202
ENGL 2301
ENGL 2302
ENGL 2400
ENGL 2500
ENGL 2600
ENGL 2802
ENGL 2915
ENGL 2920
ENGL 2926
ENGL 2937
ENGL 3105
ENGL 3201
ENGL 3305
ENGL 3500
ENGL 3501
ENGL 3601
ENGL 3603
ENGL 3609
ENGL 3804
ENGL 3902
ENGL 3908
ENGL 3910
ENGL 3940
ENGL 4003
ENGL 4004
ENGL 4115
ENGL 4125
ENGL 4301
ENGL 4414
ENGL 4515
ENGL 4600
ENGL 4708
ENGL 4915
ENGL 4976
ESLA 1300
ESLA 1500
ESLA 1900
EACH 2000
ENVE 1001
ENVE 3002
ENVE 3003
ENVE 4003
ENVE 4005
ENVE 4006
ENVE 4101
ENVE 4105
ENVE 4107
ENVE 4907
ENVE 4917
ENVE 4918
ENSC 1500
ENSC 2000
ENSC 2002
ENSC 3106
ENSC 3509
ENSC 4003
ENSC 4901
ENSC 4906
ENST 1000
ENST 1020
ENST 2001
ENST 2005
ENST 3022
ENST 3900
ENST 4001
ENST 4002
ENST 4005
ENST 4400
ENST 4450
ENST 4906
ENST 4907
EURR 1001
EURR 2002
EURR 3001
EURR 4102
EURR 4103
EURR 4107
EURR 4202
EURR 4303
EURR 4304
EURR 4306
EURR 4900
EURR 4901
EURR 4902
EURR 4908
FILM 1101
FILM 1120
FILM 2001
FILM 2106
FILM 2204
FILM 2401
FILM 2601
FILM 2606
FILM 2801
FILM 2809
FILM 3105
FILM 3209
FILM 3609
FILM 3701
FILM 3800
FILM 3808
FILM 3902
FILM 4001
FILM 4002
FILM 4401
FILM 4805
FILM 4904
FYSM 1004
FYSM 1101
FYSM 1104
FYSM 1106
FYSM 1210
FYSM 1217
FYSM 1310
FYSM 1400
FYSM 1402
FYSM 1405
FYSM 1408
FYSM 1409
FYSM 1502
FYSM 1506
FYSM 1508
FYSM 1607
FYSM 1608
FYSM 1611
FYSM 1700
FYSM 1900
FOOD 2001
FOOD 2002
FOOD 2003
FOOD 3001
FOOD 3003
FOOD 3005
FOOD 4103
FOOD 4201
FOOD 4203
FOOD 4905
FOOD 4907
FOOD 4908
FREN 1001
FREN 1002
FREN 1100
FREN 2100
FREN 2110
FREN 2202
FREN 2203
FREN 2401
FREN 3050
FREN 3213
FREN 3218
FREN 3415
FREN 3702
FREN 3900
FREN 4412
FREN 4801
FREN 4802
FINS 2105
FINS 3801
FINS 4801
GEOG 1010
GEOG 1020
GEOG 1023
GEOG 2005
GEOG 2013
GEOG 2200
GEOG 3000
GEOG 3009
GEOG 3022
GEOG 3026
GEOG 3103
GEOG 3106
GEOG 3108
GEOG 3206
GEOG 4000
GEOG 4005
GEOG 4024
GEOG 4103
GEOG 4108
GEOG 4304
GEOG 4323
GEOG 4406
GEOG 4408
GEOG 4450
GEOG 4906
GEOG 4909
GEOM 1004
GEOM 2005
GEOM 2007
GEOM 3002
GEOM 3005
GEOM 4005
GEOM 4008
GEOM 4406
GEOM 4408
GEOM 4906
GEOM 4909
GERM 1010
GERM 1110
GERM 2010
GERM 3110
GPOL 2500
GPOL 3000
GPOL 4908
GINS 1000
GINS 1010
GINS 1020
GINS 1300
GINS 2000
GINS 2010
GINS 2020
GINS 3010
GINS 3020
GINS 3900
GINS 3901
GINS 3930
GINS 3931
GINS 4090
GINS 4900
GINS 4908
GREK 1005
GREK 2200
GREK 3900
GREK 4900
HIST 1001
HIST 1002
HIST 1301
HIST 1707
HIST 1900
HIST 2000
HIST 2204
HIST 2301
HIST 2304
HIST 2308
HIST 2401
HIST 2510
HIST 2600
HIST 2706
HIST 2806
HIST 2809
HIST 2811
HIST 2902
HIST 2904
HIST 3000
HIST 3106
HIST 3113
HIST 3116
HIST 3120
HIST 3205
HIST 3305
HIST 3306
HIST 3510
HIST 3806
HIST 3813
HIST 3820
HIST 3908
HIST 4006
HIST 4100
HIST 4302
HIST 4304
HIST 4305
HIST 4401
HIST 4606
HIST 4608
HIST 4701
HIST 4802
HIST 4806
HIST 4910
HLTH 1000
HLTH 1001
HLTH 2001
HLTH 2004
HLTH 3101
HLTH 3104
HLTH 3303
HLTH 3403
HLTH 3503
HLTH 3901
HLTH 3902
HLTH 3903
HLTH 4101
HLTH 4102
HLTH 4303
HLTH 4401
HLTH 4901
HLTH 4906
HLTH 4909
HLTH 4910
HUMR 1001
HUMR 2001
HUMR 2102
HUMR 2401
HUMR 3001
HUMR 3303
HUMR 3304
HUMR 3503
HUMR 3504
HUMR 4201
HUMR 4401
HUMR 4409
HUMR 4908
HUMS 1000
HUMS 1200
HUMS 2000
HUMS 2101
HUMS 3000
HUMS 3102
HUMS 3200
HUMS 4000
HUMS 4500
HUMS 4902
HUMS 4903
INDG 1010
INDG 1011
INDG 2012
INDG 2015
INDG 3001
INDG 3015
INDG 4001
INDG 4011
INDG 4905
IDES 1000
IDES 1300
IDES 2101
IDES 2205
IDES 2300
IDES 3104
IDES 3105
IDES 3106
IDES 3310
IDES 3502
IDES 3601
IDES 4001
IDES 4301
IDES 4310
IDES 4400
IRM 1003
IRM 1005
IRM 1007
IRM 1008
IRM 2003
IRM 2005
IRM 3003
IRM 3006
IRM 3008
IRM 4000
IRM 4002
IRM 4900

BIT 1000
BIT 1100
BIT 1101
BIT 1200
BIT 1203
BIT 1400
BIT 2000
BIT 2001
BIT 2002
BIT 2008
BIT 2010
BIT 2400
BIT 4000
ITEC 1005
ITEC 1100
ITEC 2000
ITEC 2400
ITEC 4007
ITEC 4009
ITEC 4010
ITEC 4012
ITEC 4014
ITEC 4019
IMD 1000
IMD 1002
IMD 1004
IMD 2003
IMD 2007
IMD 3005
IMD 3006
IMD 3900
IMD 4006
IMD 4008
IMD 4901

ISAP 1001
ISAP 2001
ISAP 3001
ISAP 3003
ISAP 4906
IPAF 1001
IPAF 3800
IPAF 4900
ISCI 1001
ISCI 2000
INAF 3001
INAF 4101
INAF 4301
ITAL 1010
ITAL 2010
JAPA 1020
JAPA 1110
JAPA 3010
JAPA 3011
JAPA 4010
JAPA 4210
JOUR 1001
JOUR 2106
JOUR 2201
JOUR 2202
JOUR 3207
JOUR 3208
JOUR 3225
JOUR 3235
JOUR 3300
JOUR 3400
JOUR 3407
JOUR 4003
JOUR 4004
JOUR 4005
JOUR 4100
JOUR 4300
JOUR 4303
JOUR 4306
JOUR 4308
JOUR 4400
JOUR 4401
JOUR 4402
JOUR 4403
JOUR 4404
JOUR 4500
JOUR 4502
KORE 1010
KORE 2010
KORE 3010
LATN 1005
LATN 2200
LACS 1001
LACS 4819
LAWS 1001
LAWS 2105
LAWS 2201
LAWS 2202
LAWS 2301
LAWS 2302
LAWS 2501
LAWS 2502
LAWS 2601
LAWS 2908
LAWS 3003
LAWS 3005
LAWS 3006
LAWS 3201
LAWS 3206
LAWS 3208
LAWS 3305
LAWS 3306
LAWS 3307
LAWS 3308
LAWS 3401
LAWS 3500
LAWS 3502
LAWS 3503
LAWS 3504
LAWS 3602
LAWS 3604
LAWS 3800
LAWS 3903
LAWS 3908
LAWS 4100
LAWS 4106
LAWS 4200
LAWS 4202
LAWS 4204
LAWS 4209
LAWS 4302
LAWS 4303
LAWS 4304
LAWS 4305
LAWS 4306
LAWS 4308
LAWS 4504
LAWS 4601
LAWS 4603
LAWS 4605
LAWS 4606
LAWS 4800
LAWS 4801
LAWS 4802
LAWS 4901
LAWS 4902
LAWS 4903
LAWS 4904
LAWS 4905
LAWS 4906
LAWS 4908
LING 1001
LING 2005
LING 2007
LING 2604
LING 3004
LING 3007
LING 3601
LING 3603
LING 3702
LING 3810
LING 3900
LING 3901
LING 4412
LING 4510
LING 4601
LING 4604
LING 4605
LING 4900
LING 4901
LING 4905
LING 4910
MATH 0005
MATH 0009
MATH 0999
MATH 1004
MATH 1005
MATH 1007
MATH 1009
MATH 1052
MATH 1104
MATH 1107
MATH 1152
MATH 1401
MATH 1402
MATH 1800
MATH 2000
MATH 2004
MATH 2007
MATH 2008
MATH 2100
MATH 2107
MATH 2454
MATH 3001
MATH 3007
MATH 3057
MATH 3106
MATH 3705
MATH 3800
MATH 3801
MATH 3804
MATH 3809
MATH 3825
MATH 3855
MATH 4109
MATH 4205
MATH 4803
MATH 4811
MATH 4905
MATH 4907
MECH 3310
MECH 4003
MECH 4006
MECH 4210
MECH 4305
MECH 4403
MECH 4406
MECH 4501
MECH 4805
MECH 4806
MAAE 2001
MAAE 2101
MAAE 2202
MAAE 2300
MAAE 2400
MAAE 2700
MAAE 3004
MAAE 3202
MAAE 3300
MAAE 4102
MAAE 4903
MAAE 4906
MAAE 4907
MAAE 4917
MPAD 1001
MPAD 2001
MPAD 2003
MPAD 2004
MPAD 3002
MPAD 3300
MPAD 4000
MPAD 4200
MPAD 4300
MPAD 4500
MPAD 4502
MEMS 2001
MGDS 2000
MGDS 4900
MUSI 1000
MUSI 1001
MUSI 1002
MUSI 1700
MUSI 1711
MUSI 1900
MUSI 1912
MUSI 1914
MUSI 2005
MUSI 2006
MUSI 2008
MUSI 2601
MUSI 2608
MUSI 2700
MUSI 2710
MUSI 2900
MUSI 2912
MUSI 2914
MUSI 3200
MUSI 3205
MUSI 3206
MUSI 3301
MUSI 3409
MUSI 3602
MUSI 3701
MUSI 3900
MUSI 3912
MUSI 3914
MUSI 4000
MUSI 4001
MUSI 4003
MUSI 4103
MUSI 4200
MUSI 4201
MUSI 4205
MUSI 4206
MUSI 4602
MUSI 4800
MUSI 4801
MUSI 4906
MUSI 4908
MUSI 4909
MUSI 4912
MUSI 4914
NSCI 1000
NET 1001
NET 1002
NET 2000
NET 2008
NET 2010
NET 3000
NET 3004
NET 3007
NET 3008
NET 3900
NET 4001
NET 4005
NET 4007
NET 4009
NET 4901

NEUR 1202
NEUR 1203
NEUR 2001
NEUR 2004
NEUR 2201
NEUR 3001
NEUR 3204
NEUR 3206
NEUR 3301
NEUR 3303
NEUR 3304
NEUR 3401
NEUR 3403
NEUR 4001
NEUR 4200
NEUR 4202
NEUR 4203
NEUR 4301
NEUR 4305
NEUR 4900
NEUR 4905
NEUR 4906
NEUR 4907
NEUR 4908
OSS 1002
OSS 1006
OSS 2001
OSS 2005
OSS 2008
OSS 3000
OSS 3003
OSS 3004
OSS 3012
OSS 3013
OSS 4001
OSS 4006
OSS 4008
OSS 4900

PHIL 1000
PHIL 1200
PHIL 1301
PHIL 1550
PHIL 1700
PHIL 2001
PHIL 2003
PHIL 2005
PHIL 2010
PHIL 2103
PHIL 2306
PHIL 2380
PHIL 2408
PHIL 2501
PHIL 2807
PHIL 3005
PHIL 3104
PHIL 3350
PHIL 3540
PHIL 4006
PHIL 4008
PHIL 4055
PHIL 4220
PHIL 4901
PHYS 1001
PHYS 1003
PHYS 1007
PHYS 1901
PHYS 1905
PHYS 2004
PHYS 2203
PHYS 2401
PHYS 2604
PHYS 3007
PHYS 3009
PHYS 3308
PHYS 3701
PHYS 3802
PHYS 4008
PHYS 4203
PHYS 4208
PHYS 4608
PHYS 4707
PHYS 4807
PHYS 4907
PHYS 4909
PSCI 1100
PSCI 1200
PSCI 2002
PSCI 2003
PSCI 2102
PSCI 2200
PSCI 2301
PSCI 2601
PSCI 2602
PSCI 2701
PSCI 3007
PSCI 3101
PSCI 3107
PSCI 3209
PSCI 3210
PSCI 3307
PSCI 3406
PSCI 3407
PSCI 3502
PSCI 3603
PSCI 3608
PSCI 3702
PSCI 3703
PSCI 3801
PSCI 3802
PSCI 3900
PSCI 3905
PSCI 3906
PSCI 3907
PSCI 4003
PSCI 4005
PSCI 4006
PSCI 4104
PSCI 4109
PSCI 4206
PSCI 4316
PSCI 4403
PSCI 4500
PSCI 4506
PSCI 4507
PSCI 4604
PSCI 4606
PSCI 4801
PSCI 4807
PSCI 4809
PSCI 4819
PSCI 4901
PSCI 4905
PSCI 4906
PSCI 4908
PSCI 4909
PORT 1010
PSYC 1001
PSYC 1002
PSYC 2001
PSYC 2002
PSYC 2100
PSYC 2301
PSYC 2307
PSYC 2400
PSYC 2500
PSYC 2600
PSYC 2700
PSYC 2801
PSYC 3000
PSYC 3001
PSYC 3100
PSYC 3300
PSYC 3301
PSYC 3302
PSYC 3400
PSYC 3402
PSYC 3403
PSYC 3404
PSYC 3500
PSYC 3505
PSYC 3506
PSYC 3508
PSYC 3509
PSYC 3600
PSYC 3603
PSYC 3604
PSYC 3700
PSYC 3702
PSYC 3709
PSYC 3805
PSYC 3901
PSYC 4001
PSYC 4330
PSYC 4400
PSYC 4404
PSYC 4900
PSYC 4902
PSYC 4907
PSYC 4908
PSYC 4909
PSYC 4910
PADM 3105
PADM 4221
PADM 4224
PADM 4230
PADM 4611
PADM 4615
PAPM 1001
PAPM 2001
PAPM 3000
PAPM 4000
PAPM 4908
RELI 1710
RELI 1731
RELI 2110
RELI 2220
RELI 2310
RELI 2410
RELI 2600
RELI 2710
RELI 2732
RELI 2736
RELI 2800
RELI 3522
RELI 4741
RELI 4840
RELI 4850
RELI 4990
RUSS 1010
RUSS 2010
RUSS 3010
SXST 2101
SXST 2102
SXST 3103
SOWK 1001
SOWK 2001
SOWK 2005
SOWK 2100
SOWK 2202
SOWK 2203
SOWK 3001
SOWK 3100
SOWK 3207
SOWK 3600
SOWK 3602
SOWK 4000
SOWK 4001
SOWK 4003
SOWK 4300
SOWK 4600
SOWK 4601
SOWK 4602
SOWK 4908
SOCI 1001
SOCI 1002
SOCI 1005
SOCI 2000
SOCI 2001
SOCI 2005
SOCI 2020
SOCI 2040
SOCI 2060
SOCI 2150
SOCI 2160
SOCI 2170
SOCI 2180
SOCI 2445
SOCI 2450
SOCI 2702
SOCI 2810
SOCI 2910
SOCI 3000
SOCI 3004
SOCI 3006
SOCI 3010
SOCI 3027
SOCI 3030
SOCI 3044
SOCI 3055
SOCI 3056
SOCI 3060
SOCI 3210
SOCI 3410
SOCI 3430
SOCI 3570
SOCI 3805
SOCI 3910
SOCI 4020
SOCI 4039
SOCI 4043
SOCI 4170
SOCI 4410
SOCI 4480
SOCI 4730
SOCI 4810
SOCI 4860
SOCI 4900
SOCI 4910
SPAN 1010
SPAN 1020
SPAN 1110
SPAN 2010
SPAN 3110
STAT 2507
STAT 2509
STAT 2605
STAT 2606
STAT 2607
STAT 2655
STAT 3503
STAT 3508
STAT 3553
STAT 3558
STAT 3660
STAT 4500
STAT 4503
STAT 4508
STAT 4603
STAT 4660
STAT 4905
SREE 3001
SREE 4001
SREE 4907
SYSC 2006
SYSC 2310
SYSC 3006
SYSC 3020
SYSC 3110
SYSC 3120
SYSC 3203
SYSC 3310
SYSC 3500
SYSC 3600
SYSC 3610
SYSC 4001
SYSC 4006
SYSC 4101
SYSC 4120
SYSC 4203
SYSC 4310
SYSC 4405
SYSC 4415
SYSC 4504
SYSC 4505
SYSC 4600
SYSC 4602
SYSC 4604
SYSC 4810
SYSC 4907
TSES 2305
TSES 3001
TSES 4001
TSES 4007
TSES 4009
TSES 4014
WGST 1808
WGST 2803
WGST 3001
WGST 3803
WGST 3807
WGST 3812
WGST 4811
WGST 4812
WGST 4814
